url,geometry
https://patch.com/feeds/aol/florida/plant-city,POINT (-82.1203 28.0144)
https://patch.com/feeds/aol/florida/ponte-vedra-beach,POINT (-81.3853 30.24)
https://patch.com/feeds/aol/florida/safetyharbor,POINT (-82.69589999999999 28.007)
https://patch.com/feeds/aol/florida/sarasota,POINT (-82.4855 27.318)
https://patch.com/feeds/aol/florida/seminoleheights,POINT (-82.45959999999999 27.9977)
https://patch.com/feeds/aol/florida/stpete,POINT (-82.6558 27.7995)
https://patch.com/feeds/aol/florida/southtampa,POINT (-82.47069999999999 27.9299)
https://patch.com/feeds/aol/florida/tarponsprings,POINT (-82.7687 28.1531)
https://patch.com/feeds/aol/florida/templeterrace,POINT (-82.40000000000001 28.0472)
https://patch.com/feeds/aol/florida/west-palm-beach,POINT (-80.0534 26.7153)
https://patch.com/feeds/aol/florida/westchase,POINT (-82.6083 28.0866)
https://patch.com/feeds/aol/georgia/across-ga,POINT (-84.38800000000001 33.749)
https://patch.com/feeds/aol/georgia/acworth,POINT (-84.6831 34.0661)
https://patch.com/feeds/aol/georgia/alpharetta,POINT (-84.2901 34.1089)
https://patch.com/feeds/aol/georgia/athens,POINT (-83.3673 33.9512)
https://patch.com/feeds/aol/georgia/atlanta,POINT (-84.39 33.755)
https://patch.com/feeds/aol/georgia/barrow,POINT (-83.7127 33.9932)
https://patch.com/feeds/aol/georgia/brookhaven,POINT (-84.337 33.8693)
https://patch.com/feeds/aol/georgia/buckhead,POINT (-84.4053 33.8437)
https://patch.com/feeds/aol/georgia/buford,POINT (-83.9922 34.1149)
https://patch.com/feeds/aol/georgia/canton-ga,POINT (-84.51000000000001 34.2564)
https://patch.com/feeds/aol/georgia/cartersville,POINT (-84.8261 34.1831)
https://patch.com/feeds/aol/georgia/cascade,POINT (-84.5027 33.7113)
https://patch.com/feeds/aol/georgia/cumming,POINT (-84.1221 34.229)
https://patch.com/feeds/aol/georgia/dacula,POINT (-83.8807 33.994)
https://patch.com/feeds/aol/georgia/dallas-hiram,POINT (-84.8436 33.9198)
https://patch.com/feeds/aol/georgia/decatur,POINT (-84.2525 33.7274)
https://patch.com/feeds/aol/georgia/douglasville,POINT (-84.73309999999999 33.7105)
https://patch.com/feeds/aol/georgia/duluth,POINT (-84.1349 33.9861)
https://patch.com/feeds/aol/georgia/dunwoody,POINT (-84.30889999999999 33.9359)
https://patch.com/feeds/aol/georgia/eastatlanta,POINT (-84.3434 33.7306)
https://patch.com/feeds/aol/georgia/eastcobb,POINT (-84.4571 33.9735)
https://patch.com/feeds/aol/georgia/gwinnett,POINT (-84.0163 33.9184)
https://patch.com/feeds/aol/georgia/hollysprings,POINT (-84.39919999999999 34.1986)
https://patch.com/feeds/aol/georgia/johnscreek,POINT (-84.2041 34.0336)
https://patch.com/feeds/aol/georgia/kennesaw,POINT (-84.6155 34.0186)
https://patch.com/feeds/aol/georgia/lawrenceville-ga,POINT (-84.0042 33.9563)
https://patch.com/feeds/aol/georgia/lilburn,POINT (-84.1125 33.8704)
https://patch.com/feeds/aol/georgia/loganville,POINT (-83.9006 33.8233)
https://patch.com/feeds/aol/georgia/marietta,POINT (-84.5758 33.9234)
https://patch.com/feeds/aol/georgia/midtown,POINT (-84.3969 33.7842)
https://patch.com/feeds/aol/georgia/monroe-ga,POINT (-83.6991 33.7759)
https://patch.com/feeds/aol/georgia/norcross,POINT (-84.1927 33.9194)
https://patch.com/feeds/aol/georgia/northdruidhills,POINT (-84.28789999999999 33.8381)
https://patch.com/feeds/aol/georgia/northeastcobb,POINT (-84.50790000000001 34.0341)
https://patch.com/feeds/aol/georgia/oconee,POINT (-83.437 33.8349)
https://patch.com/feeds/aol/georgia/peachtreecorners,POINT (-84.2276 33.967)
https://patch.com/feeds/aol/georgia/roswell,POINT (-84.3623 34.0437)
